employee_id,employee_name,department,date,attendance_status,hours_worked,overtime_hours,wellbeing_score,task_overdue_count
E174,Mary_37,QA,2025-03-07,Present,8.01,1.65,7.88,0
E153,Ali_26,Finance,2025-04-21,Absent,0.0,0.0,5.15,0
E149,Bilal_89,Support,2025-03-31,Present,7.41,2.82,7.23,0
E015,David_64,Finance,2025-04-03,Absent,0.0,0.0,7.3,1
E137,Ayesha_73,Support,2025-02-18,Present,5.79,2.48,7.41,0
E153,Ahmed_15,Support,2025-04-13,Absent,0.0,0.0,9.31,0
E109,Hina_65,QA,2025-03-04,Present,8.65,0.68,7.27,0
E284,Bilal_1,Engineering,2025-02-08,Absent,0.0,0.0,7.93,0
E076,Noor_30,Support,2025-02-25,Present,8.17,1.8,9.01,0
E025,Khadija_22,Finance,2025-04-10,Present,8.24,2.08,7.21,0
E231,Bilal_78,Finance,2025-02-21,Present,6.99,3.43,1.0,2
E239,Omar_9,Sales,2025-04-25,Present,9.42,3.87,7.24,0
E166,Sara_60,Support,2025-03-25,Present,8.83,0.0,5.19,0
E073,Ali_50,Sales,2025-01-13,Absent,0.0,0.0,4.69,0
E120,John_16,Sales,2025-03-07,Present,8.82,2.16,6.35,1
E290,Ahmed_42,Operations,2025-03-12,Present,7.72,2.5,4.19,0
E040,Emma_49,HR,2025-01-25,Absent,0.0,0.0,4.62,0
E272,Usman_22,Logistics,2025-03-26,Absent,0.0,0.0,8.29,0
E097,Ahmed_84,Support,2025-02-20,Present,8.04,0.0,5.53,1
E052,Omar_25,Finance,2025-02-06,Absent,0.0,0.0,5.8,0
E019,Mary_86,QA,2025-01-04,Present,7.72,1.52,3.22,1
E079,David_15,Finance,2025-01-25,Present,7.61,0.0,4.78,0
E158,Emma_11,Sales,2025-04-30,Present,9.96,1.13,3.18,2
E089,John_73,QA,2025-03-20,Present,6.83,1.4,5.82,0
E002,Hina_65,Support,2025-04-10,Remote,0.0,0.0,5.57,1
E160,Omar_35,Finance,2025-02-15,Present,9.08,2.39,6.86,0
E270,Fatima_73,HR,2025-01-09,Absent,0.0,0.0,6.31,0
E004,Usman_68,HR,2025-04-03,Present,10.33,0.76,8.82,1
E225,Sara_45,QA,2025-03-29,Present,9.41,0.0,8.03,0
E146,Zubair_50,QA,2025-04-30,Present,9.56,2.5,4.49,0
E168,Ayesha_90,Finance,2025-04-11,Present,6.9,2.08,7.36,0
E060,Ayesha_3,Logistics,2025-03-19,Absent,0.0,0.0,6.31,1
E286,Mary_52,Support,2025-01-16,Present,7.4,0.81,1.71,1
E231,David_23,Sales,2025-03-08,Present,8.15,1.3,4.67,0
E051,Mary_25,Finance,2025-01-15,Present,7.43,0.0,1.9,0
E201,John_48,Sales,2025-03-16,Present,6.96,0.0,6.38,0
E192,Zubair_96,QA,2025-02-20,Present,6.76,0.9,7.15,0
E051,Ali_2,QA,2025-03-20,Present,7.91,1.33,6.2,0
E062,Sophia_82,QA,2025-02-08,Present,8.9,1.69,1.97,3
E222,Hina_18,Finance,2025-03-21,Remote,0.0,0.0,5.96,0
E020,Fatima_67,Support,2025-03-27,Absent,0.0,0.0,6.44,0
E238,Usman_63,Engineering,2025-01-29,Absent,0.0,0.0,9.07,0
E211,John_92,Operations,2025-03-21,Present,6.63,1.27,7.6,1
E076,Sara_51,Logistics,2025-03-24,Present,7.06,0.6,9.32,1
E002,Hina_85,Support,2025-01-10,Present,8.38,0.0,8.45,0
E203,Emma_30,Finance,2025-03-29,Present,5.86,0.0,7.35,0
E280,Mary_14,Operations,2025-03-27,Present,9.37,0.0,9.79,0
E040,Bilal_76,Logistics,2025-04-29,Remote,0.0,0.0,5.93,0
E155,Zubair_26,Logistics,2025-01-05,Present,8.98,3.85,6.75,0
E060,Emma_79,Finance,2025-01-31,Absent,0.0,0.0,6.1,0
E263,Hina_74,QA,2025-04-21,Present,7.95,0.59,6.36,0
E150,Fatima_92,Engineering,2025-01-23,Present,6.9,1.44,5.83,1
E108,David_81,Engineering,2025-03-09,Present,8.1,1.05,7.95,0
E136,Hina_97,Operations,2025-02-09,Present,7.79,0.13,3.68,3
E122,Ayesha_2,QA,2025-04-05,Present,7.02,3.85,6.05,3
E151,Khadija_67,Finance,2025-03-16,Remote,0.0,0.0,7.85,1
E070,Khadija_46,Logistics,2025-04-05,Present,8.32,1.78,8.5,1
E043,Bilal_9,Support,2025-02-06,Absent,0.0,0.0,5.07,1
E057,John_74,Engineering,2025-01-20,Present,8.65,4.65,6.57,2
E124,Bilal_86,Support,2025-04-05,Present,7.48,1.37,6.05,1
E229,Bilal_91,Sales,2025-03-20,Present,8.78,2.09,8.49,1
E221,John_65,Logistics,2025-01-01,Present,8.99,0.63,6.95,1
E097,Noor_61,Operations,2025-02-23,Present,7.72,0.17,10.0,1
E138,Sophia_98,HR,2025-04-16,Present,7.55,0.41,5.89,0
E251,Fatima_26,Engineering,2025-04-20,Absent,0.0,0.0,6.04,0
E044,Noor_69,Operations,2025-03-23,Present,7.85,0.8,3.94,1
E157,Noor_71,Sales,2025-03-29,Absent,0.0,0.0,7.55,0
E048,Hina_42,Engineering,2025-04-21,Present,10.41,0.0,5.37,0
E006,Khadija_94,HR,2025-02-25,Absent,0.0,0.0,5.4,1
E242,Mary_65,Finance,2025-03-05,Present,9.64,1.98,6.62,0
E068,John_86,Logistics,2025-01-26,Present,7.97,1.31,7.91,1
E144,Bilal_96,Operations,2025-04-13,Present,9.23,2.07,6.62,0
E105,Fatima_71,Engineering,2025-04-11,Present,7.52,0.0,7.47,0
E176,Hina_79,Engineering,2025-01-31,Present,6.97,2.23,4.18,1
E052,Sara_55,Sales,2025-01-01,Present,7.89,0.63,5.87,1
E229,Omar_59,Operations,2025-03-13,Present,6.98,4.5,5.0,1
E297,Bilal_42,Operations,2025-02-17,Present,10.46,2.02,5.35,0
E077,Ali_64,Logistics,2025-04-07,Present,8.22,0.17,4.12,1
E152,John_67,Logistics,2025-03-04,Present,9.33,1.04,7.65,0
E080,Hina_16,Engineering,2025-03-14,Present,9.25,0.0,2.98,1
E058,Bilal_87,Operations,2025-04-01,Present,7.93,0.71,7.76,1
E123,Ayesha_25,Operations,2025-02-08,Absent,0.0,0.0,7.48,0
E262,Ahmed_65,QA,2025-01-06,Present,7.77,0.12,6.2,0
E271,Bilal_50,Operations,2025-03-05,Present,9.17,0.0,7.29,0
E147,Mary_21,Logistics,2025-03-28,Present,7.78,1.46,5.49,1
E200,Ayesha_66,Operations,2025-01-25,Absent,0.0,0.0,7.41,0
E267,Sara_41,Operations,2025-01-21,Present,6.43,0.0,2.53,0
E195,David_60,QA,2025-04-15,Present,6.82,0.0,8.62,0
E270,David_51,HR,2025-04-04,Present,6.51,1.49,6.15,0
E193,Emma_94,HR,2025-01-14,Present,6.89,4.31,5.04,1
E080,Sara_71,Sales,2025-03-16,Present,7.92,2.61,5.47,0
E053,Mary_82,Support,2025-04-07,Present,6.41,3.11,6.05,1
E009,Emma_23,Support,2025-03-14,Present,9.12,2.4,6.6,0
E087,Sara_55,HR,2025-04-17,Present,4.19,2.5,6.26,1
E123,Mary_89,Finance,2025-02-07,Present,7.61,0.39,6.57,0
E093,Emma_1,Engineering,2025-02-10,Present,7.7,3.48,4.48,0
E181,Sophia_13,Logistics,2025-03-11,Present,8.66,2.35,4.74,0
E052,David_50,Operations,2025-03-18,Present,7.22,0.0,3.86,1
E121,Bilal_4,Sales,2025-02-04,Absent,0.0,0.0,7.32,0
E212,Ayesha_57,Engineering,2025-02-23,Remote,0.0,0.0,5.59,0
E268,Ahmed_23,Logistics,2025-02-21,Present,7.28,0.0,8.01,0
E092,Omar_44,Finance,2025-01-30,Present,7.68,1.8,3.21,2
E077,Ahmed_14,Engineering,2025-02-26,Present,5.72,2.28,7.16,0
E071,Noor_14,HR,2025-01-25,Present,8.67,1.55,6.23,0
E261,Ahmed_56,Sales,2025-02-12,Present,8.34,2.83,6.89,0
E134,Zubair_25,Finance,2025-04-01,Present,9.63,2.9,6.48,0
E204,Fatima_93,Sales,2025-01-17,Present,7.77,2.22,3.15,0
E012,Ahmed_25,Sales,2025-02-26,Absent,0.0,0.0,5.78,1
E177,John_43,Operations,2025-04-10,Present,7.85,1.49,7.94,0
E098,Ayesha_92,Sales,2025-01-21,Present,6.73,1.18,5.25,0
E135,Usman_45,HR,2025-02-20,Present,8.75,0.3,3.87,2
E015,Ahmed_9,Engineering,2025-03-03,Present,10.03,3.66,4.78,0
E123,Ahmed_67,Support,2025-02-22,Present,6.17,0.0,6.97,0
E128,Sara_38,Support,2025-01-16,Present,9.78,2.19,7.61,0
E034,Hina_20,Engineering,2025-04-02,Remote,0.0,0.0,7.28,0
E019,Ahmed_36,Operations,2025-02-16,Present,9.72,3.19,4.71,0
E120,Sophia_45,HR,2025-01-07,Present,7.82,1.08,5.52,0
E031,Noor_39,Operations,2025-01-15,Absent,0.0,0.0,1.7,1
E250,Emma_34,Operations,2025-02-18,Absent,0.0,0.0,5.99,0
E106,Zubair_64,Support,2025-04-10,Present,5.82,0.48,3.52,0
E160,Fatima_21,Logistics,2025-02-22,Present,6.09,0.56,4.01,0
E237,Ahmed_41,Sales,2025-01-19,Present,6.89,3.08,8.28,1
E178,Noor_57,Support,2025-04-14,Absent,0.0,0.0,8.21,0
E223,David_26,Logistics,2025-02-20,Absent,0.0,0.0,7.04,0
E141,John_66,Finance,2025-01-24,Absent,0.0,0.0,4.0,0
E047,Ali_9,Sales,2025-02-08,Present,6.46,0.0,2.21,1
E215,Sara_64,Support,2025-01-10,Present,9.35,2.16,5.99,0
E213,Usman_67,Logistics,2025-03-18,Present,8.4,1.29,6.01,0
E211,Ayesha_49,Finance,2025-04-05,Remote,0.0,0.0,9.26,0
E096,Ali_84,Engineering,2025-01-30,Present,8.24,3.59,4.34,3
E294,Sophia_39,Operations,2025-01-05,Present,8.73,1.74,4.98,1
E233,Hina_61,Operations,2025-02-01,Present,7.77,0.1,6.35,0
E137,Bilal_31,Engineering,2025-02-13,Remote,0.0,0.0,2.85,2
E229,Noor_18,QA,2025-02-11,Absent,0.0,0.0,6.26,0
E211,Noor_21,Support,2025-02-05,Present,9.8,1.5,6.07,0
E247,Ayesha_1,Finance,2025-04-29,Absent,0.0,0.0,5.4,0
E094,Ayesha_12,Engineering,2025-03-15,Present,7.88,0.17,8.93,0
E171,Sophia_69,Finance,2025-03-06,Absent,0.0,0.0,3.5,0
E133,Khadija_2,Engineering,2025-04-06,Absent,0.0,0.0,9.82,0
E058,Sophia_34,HR,2025-03-14,Present,7.25,1.7,6.26,0
E025,Hina_39,QA,2025-04-07,Present,7.57,2.73,4.37,1
E299,John_71,Support,2025-01-27,Present,8.13,3.38,4.29,1
E227,Omar_83,Operations,2025-01-17,Present,9.01,2.17,6.83,0
E030,Ali_14,Finance,2025-01-30,Present,8.18,0.0,4.95,0
E169,Hina_7,Sales,2025-02-11,Remote,0.0,0.0,7.18,0
E149,Hina_60,HR,2025-03-28,Present,8.66,2.74,8.29,1
E052,Emma_34,HR,2025-01-09,Absent,0.0,0.0,6.79,0
E092,Bilal_68,Support,2025-02-04,Present,7.91,0.69,4.21,0
E157,John_45,Logistics,2025-01-03,Present,7.25,3.72,6.15,0
E061,Sara_36,Engineering,2025-02-08,Remote,0.0,0.0,8.71,0
E252,Ayesha_9,QA,2025-04-22,Present,11.73,3.99,8.98,4
E031,Sophia_41,HR,2025-03-04,Present,6.52,2.11,6.0,0
E171,Mary_78,Sales,2025-02-06,Present,7.67,2.35,6.83,1
E116,Ayesha_15,Logistics,2025-04-30,Present,7.24,0.0,1.0,1
E026,Ahmed_90,Logistics,2025-01-18,Present,6.27,0.53,7.93,1
E218,David_39,QA,2025-01-05,Present,8.8,0.0,7.78,1
E265,Mary_89,Engineering,2025-03-27,Present,5.6,0.44,8.02,0
E296,Ahmed_76,QA,2025-03-04,Present,8.53,0.0,8.34,1
E258,Usman_23,Engineering,2025-01-22,Present,7.11,1.56,9.67,0
E177,Khadija_34,Logistics,2025-04-30,Absent,0.0,0.0,4.6,0
E041,Hina_16,HR,2025-04-04,Present,6.46,0.44,7.64,0
E273,Omar_66,Finance,2025-04-29,Present,7.55,1.19,2.43,0
E243,Sophia_68,HR,2025-03-23,Present,6.63,1.56,6.86,0
E110,John_39,Operations,2025-03-25,Absent,0.0,0.0,10.0,0
E297,Omar_9,Support,2025-02-09,Absent,0.0,0.0,4.0,0
E172,Emma_17,HR,2025-01-06,Present,7.36,0.74,5.82,0
E291,Ahmed_14,Finance,2025-02-27,Present,7.53,0.64,7.6,0
E253,Hina_25,Sales,2025-03-15,Absent,0.0,0.0,6.76,1
E159,Hina_17,Engineering,2025-04-30,Present,9.33,0.0,7.19,0
E058,Usman_64,Operations,2025-03-11,Absent,0.0,0.0,2.93,0
E120,Emma_96,HR,2025-02-15,Present,7.9,2.51,5.19,0
E008,Usman_6,QA,2025-03-21,Present,6.93,3.01,7.27,0
E101,Mary_48,HR,2025-04-05,Present,7.99,3.1,4.78,1
E222,David_85,Operations,2025-04-09,Absent,0.0,0.0,1.71,2
E110,Emma_12,HR,2025-02-12,Present,8.36,0.37,4.39,1
E208,John_17,Support,2025-01-01,Present,7.63,3.52,5.48,1
E109,John_45,Logistics,2025-01-09,Present,6.84,0.38,8.15,0
E017,Fatima_35,Engineering,2025-01-27,Present,9.12,3.62,8.28,0
E185,Hina_93,QA,2025-04-20,Absent,0.0,0.0,2.77,0
E159,Omar_64,HR,2025-03-05,Present,7.64,2.46,5.33,0
E249,Ali_55,Engineering,2025-01-07,Present,6.72,3.05,5.5,0
E147,Hina_66,QA,2025-02-25,Absent,0.0,0.0,5.8,0
E056,Bilal_78,Sales,2025-03-16,Present,7.09,2.4,9.54,0
E007,Usman_73,Finance,2025-02-09,Present,7.46,2.03,2.96,1
E006,Bilal_8,Engineering,2025-03-22,Present,9.21,0.0,6.5,0
E210,David_96,Sales,2025-01-30,Present,7.29,0.37,1.42,2
E254,Omar_30,Support,2025-03-31,Present,7.61,4.08,8.34,0
E015,Omar_47,Finance,2025-02-17,Present,8.52,2.26,4.56,0
E134,Zubair_4,QA,2025-02-02,Present,7.19,3.82,5.82,0
E296,Omar_34,Support,2025-01-07,Present,8.82,0.0,4.34,0
E038,Noor_25,Support,2025-02-20,Present,8.69,3.39,9.83,0
E083,Khadija_35,Logistics,2025-03-02,Present,9.81,1.84,6.95,0
E087,Sophia_52,Engineering,2025-04-22,Present,8.54,0.0,4.9,0
E274,Usman_86,HR,2025-02-18,Present,6.11,2.19,5.65,1
E298,Emma_8,Operations,2025-01-01,Present,9.05,1.89,7.4,1
E188,Emma_98,HR,2025-03-23,Present,7.6,0.0,7.05,2
E103,Mary_43,Operations,2025-03-13,Present,8.23,0.41,6.07,0
E122,Omar_50,Finance,2025-01-14,Present,9.48,1.39,4.6,0
E172,Ahmed_86,HR,2025-02-22,Present,9.07,2.05,7.57,0
E042,Ayesha_55,Finance,2025-03-23,Present,7.88,1.82,7.29,0
E182,Bilal_58,QA,2025-04-27,Absent,0.0,0.0,6.58,1
E144,Sophia_86,Engineering,2025-01-27,Present,7.49,0.08,4.35,0
E144,Ahmed_26,Logistics,2025-02-15,Present,6.41,0.6,5.58,0
E199,Ali_85,Logistics,2025-04-29,Absent,0.0,0.0,7.66,0
E122,John_81,Finance,2025-02-08,Present,7.84,3.21,5.86,0
E240,David_17,Finance,2025-01-31,Present,6.76,0.0,4.63,0
E225,Omar_45,Logistics,2025-01-27,Present,7.84,4.16,7.36,0
E051,Usman_70,Operations,2025-03-04,Remote,0.0,0.0,9.75,0
E162,Zubair_26,HR,2025-03-11,Present,8.57,3.5,3.19,1
E006,Mary_99,HR,2025-02-13,Remote,0.0,0.0,3.97,1
E071,Bilal_83,Finance,2025-03-01,Present,7.88,1.26,6.89,0
E113,Sara_97,Engineering,2025-01-26,Present,6.45,1.56,4.85,0
E148,Ayesha_76,Logistics,2025-04-23,Present,8.73,1.83,5.72,1
E005,Sophia_87,Sales,2025-03-11,Present,8.78,0.72,3.53,1
E016,Sara_24,HR,2025-01-09,Absent,0.0,0.0,6.96,0
E038,Noor_12,Operations,2025-02-17,Present,7.31,0.0,5.66,0
E145,Sophia_90,Support,2025-03-16,Present,8.47,1.62,6.41,0
E237,Ali_20,HR,2025-02-26,Present,9.51,4.69,6.91,1
E246,Sara_42,Operations,2025-02-07,Present,9.08,3.28,6.57,2
E286,Sophia_14,QA,2025-03-13,Absent,0.0,0.0,6.52,0
E237,Zubair_30,Logistics,2025-02-27,Present,7.33,3.5,1.94,0
E288,Mary_37,Logistics,2025-03-05,Present,8.53,3.97,7.89,1
E092,Ayesha_15,Support,2025-02-24,Present,8.18,2.49,5.89,0
E258,John_43,Logistics,2025-01-15,Present,9.72,1.53,7.05,0
E296,Bilal_70,QA,2025-01-13,Absent,0.0,0.0,2.44,0
E122,Ayesha_27,Engineering,2025-01-12,Present,7.37,1.1,8.01,0
E222,Ayesha_31,Sales,2025-03-14,Absent,0.0,0.0,6.19,0
E109,Sophia_26,HR,2025-01-22,Present,6.98,0.01,5.5,0
E271,Omar_55,Support,2025-01-25,Present,8.34,0.77,9.02,0
E228,Ahmed_37,HR,2025-04-16,Present,6.7,3.16,5.16,1
E234,Ayesha_51,Operations,2025-04-26,Present,7.59,1.74,6.63,0
E016,Ali_82,Logistics,2025-04-07,Absent,0.0,0.0,7.77,0
E280,David_28,QA,2025-04-29,Present,5.52,3.46,6.85,2
E065,Bilal_11,Logistics,2025-02-06,Absent,0.0,0.0,4.81,0
E270,Zubair_52,Engineering,2025-01-22,Present,6.14,0.25,6.43,0
E217,Emma_24,Finance,2025-02-04,Absent,0.0,0.0,7.98,0
E188,Fatima_15,Support,2025-01-14,Present,6.99,0.0,7.11,0
E119,Noor_76,Operations,2025-02-12,Present,8.69,0.48,8.85,1
E295,Zubair_26,QA,2025-04-19,Present,8.7,0.54,1.81,1
E100,Zubair_10,Sales,2025-01-05,Remote,0.0,0.0,3.22,0
E244,Bilal_19,Engineering,2025-04-30,Present,8.66,2.43,4.9,1
E031,Sara_79,Engineering,2025-01-17,Present,8.66,3.95,4.7,1
E226,Ali_42,Sales,2025-01-29,Present,7.37,1.17,3.08,0
E098,Sophia_8,Logistics,2025-03-03,Absent,0.0,0.0,4.95,0
E036,Fatima_33,QA,2025-01-10,Present,5.34,2.46,6.82,0
E086,Ayesha_48,Engineering,2025-04-25,Remote,0.0,0.0,1.31,0
E074,Noor_45,Finance,2025-03-28,Present,6.3,0.0,5.83,0
E241,Khadija_4,Engineering,2025-03-10,Present,10.67,0.0,6.86,0
E275,Noor_94,QA,2025-01-18,Absent,0.0,0.0,6.75,0
E264,Noor_6,Engineering,2025-03-05,Present,8.18,0.0,7.38,0
E201,Omar_96,Support,2025-01-17,Present,9.17,0.0,5.08,0
E119,Hina_50,Sales,2025-02-07,Present,9.31,1.41,6.01,0
E184,Khadija_75,Operations,2025-04-12,Present,5.29,2.66,7.27,1
E010,Bilal_4,Engineering,2025-01-25,Present,9.08,1.22,5.82,0
E159,Ahmed_66,HR,2025-01-19,Present,7.15,1.07,4.86,0
E038,Ayesha_83,Support,2025-01-13,Present,8.17,2.82,6.39,0
E194,Mary_53,Sales,2025-02-26,Present,8.31,0.61,5.31,0
E167,Fatima_8,Logistics,2025-04-27,Absent,0.0,0.0,10.0,1
E113,Bilal_16,QA,2025-02-15,Present,6.55,1.82,6.64,0
E120,John_93,Sales,2025-04-19,Present,7.79,0.03,4.7,0
E062,Fatima_56,Support,2025-01-11,Present,7.84,0.0,5.38,0
E130,Hina_65,Logistics,2025-03-09,Present,8.62,2.29,5.02,0
E180,Bilal_93,Operations,2025-03-12,Present,9.89,0.0,4.74,0
E218,Khadija_61,Finance,2025-03-07,Present,8.15,0.0,2.17,2
E107,Usman_88,Engineering,2025-03-04,Present,7.7,0.0,6.71,0
E265,Ahmed_86,Sales,2025-02-22,Present,7.59,2.84,4.69,1
E249,Ahmed_81,Finance,2025-02-05,Present,8.83,0.47,4.27,0
E112,Noor_59,HR,2025-01-26,Present,6.28,1.93,10.0,0
E270,John_26,Engineering,2025-02-04,Present,8.69,3.51,5.89,1
E268,Ayesha_42,HR,2025-03-30,Absent,0.0,0.0,2.43,0
E145,Zubair_29,Sales,2025-03-14,Present,8.55,1.12,6.91,1
E221,Usman_23,Operations,2025-04-20,Present,8.29,2.15,8.59,2
E117,Ahmed_73,QA,2025-03-29,Present,7.42,0.0,9.06,0
E201,Ahmed_91,QA,2025-05-01,Present,8.09,3.2,3.97,4
E154,Bilal_77,Operations,2025-03-14,Present,8.31,0.0,5.53,1
E193,Omar_29,QA,2025-03-23,Present,7.58,0.0,6.16,0
E047,Bilal_77,Engineering,2025-01-30,Absent,0.0,0.0,4.95,0
E162,Bilal_65,Logistics,2025-02-14,Present,8.89,0.92,9.13,0
E095,Emma_38,QA,2025-02-07,Present,6.06,1.84,4.91,0
E022,Ali_94,Operations,2025-01-22,Present,7.9,2.44,9.77,0
E075,Usman_83,Logistics,2025-02-11,Present,9.12,2.13,4.52,0
E154,Bilal_87,Operations,2025-03-23,Present,6.78,1.26,1.23,1
E039,Sophia_50,Support,2025-04-16,Present,8.14,2.15,6.97,0
E120,David_77,QA,2025-03-16,Present,8.9,2.17,3.92,1
E185,David_89,Finance,2025-04-13,Present,6.93,0.0,5.06,0
E110,David_35,Operations,2025-02-28,Absent,0.0,0.0,5.37,0
E230,Fatima_7,Operations,2025-03-18,Present,7.76,0.0,7.75,0
E295,Emma_90,Engineering,2025-03-10,Present,7.52,2.03,5.26,0
E151,Emma_50,Sales,2025-02-20,Absent,0.0,0.0,5.38,0
E136,Emma_13,Sales,2025-04-26,Present,8.49,0.0,4.12,1
E111,Emma_47,Sales,2025-03-29,Present,8.64,0.0,7.76,0
E274,Hina_14,HR,2025-02-12,Absent,0.0,0.0,5.25,1
E299,Sara_74,Finance,2025-03-02,Absent,0.0,0.0,8.23,2
E127,Bilal_78,Support,2025-04-16,Present,8.33,0.09,5.58,0
E021,Hina_24,Finance,2025-04-27,Present,8.58,1.33,6.14,0
E106,Mary_82,QA,2025-04-01,Present,7.56,2.12,4.87,0
E198,Bilal_85,Operations,2025-01-09,Absent,0.0,0.0,4.14,0
E047,Zubair_17,Support,2025-02-23,Present,8.43,2.69,5.06,2
E090,Noor_29,Finance,2025-04-23,Remote,0.0,0.0,7.5,0
E010,Ahmed_38,Support,2025-03-08,Present,10.2,0.32,5.21,0
E101,Sophia_97,Support,2025-02-04,Remote,0.0,0.0,3.81,2
E162,Fatima_89,Operations,2025-02-13,Present,10.36,0.49,3.37,0
E255,Sara_71,Sales,2025-03-12,Absent,0.0,0.0,5.81,1
E187,Sophia_15,Operations,2025-02-20,Absent,0.0,0.0,5.15,0
E191,Ali_48,QA,2025-03-29,Present,7.08,1.41,2.81,1
E299,Zubair_11,Finance,2025-03-15,Remote,0.0,0.0,3.8,0
E144,Hina_45,Operations,2025-03-07,Present,6.94,5.63,6.09,0
E259,Noor_80,Support,2025-02-15,Absent,0.0,0.0,6.31,0
E052,Mary_39,Engineering,2025-02-11,Present,7.97,1.4,6.94,0
E198,Ahmed_3,Finance,2025-03-21,Present,10.34,2.78,7.71,1
E059,Noor_70,QA,2025-03-26,Present,9.74,1.27,5.87,0
E236,Fatima_19,Operations,2025-04-06,Present,6.73,2.69,6.72,0
E213,Fatima_4,Support,2025-01-07,Present,7.81,0.11,8.09,0
E048,David_73,Engineering,2025-01-26,Present,8.88,4.2,5.33,1
E053,Sara_12,QA,2025-04-23,Present,8.98,2.61,5.75,0
E180,Noor_13,Logistics,2025-04-05,Present,6.93,0.0,7.45,0
E228,Mary_37,Engineering,2025-02-02,Present,8.62,2.47,6.66,0
E289,David_98,Logistics,2025-01-20,Present,9.67,0.0,5.5,2
E149,Emma_46,Operations,2025-02-01,Present,9.76,0.98,3.77,1
E220,Mary_50,Logistics,2025-02-22,Absent,0.0,0.0,6.26,0
E190,Emma_45,Engineering,2025-01-18,Present,6.45,0.34,3.34,2
E233,Zubair_56,Logistics,2025-02-15,Present,10.16,0.14,6.28,1
E149,Khadija_71,Engineering,2025-03-31,Absent,0.0,0.0,2.11,2
E108,Khadija_74,Operations,2025-04-17,Absent,0.0,0.0,8.52,0
E170,Usman_95,Sales,2025-01-18,Present,7.69,2.64,8.49,0
E226,Fatima_63,Finance,2025-02-10,Present,7.67,3.66,3.67,2
E177,Emma_95,HR,2025-03-29,Absent,0.0,0.0,5.39,0
E116,Zubair_3,Sales,2025-04-09,Present,6.49,2.67,3.4,2
E169,Omar_85,QA,2025-02-15,Present,8.98,0.51,6.59,0
E290,Khadija_49,Logistics,2025-02-19,Present,10.03,2.72,10.0,1
E051,David_36,Sales,2025-02-20,Present,7.33,3.3,5.7,1
E255,Zubair_29,HR,2025-04-12,Absent,0.0,0.0,8.35,0
E252,Sophia_44,Sales,2025-01-01,Present,8.03,4.39,4.57,0
E270,Zubair_1,Engineering,2025-02-25,Present,8.1,0.94,7.07,0
E131,David_54,Finance,2025-02-15,Present,6.28,1.9,3.11,3
E074,Fatima_59,HR,2025-03-13,Absent,0.0,0.0,8.69,0
E111,Ahmed_51,Logistics,2025-02-05,Remote,0.0,0.0,4.92,1
E111,Bilal_15,QA,2025-01-02,Present,9.48,3.76,3.94,1
E008,Ali_34,HR,2025-03-31,Absent,0.0,0.0,8.07,0
E130,Hina_47,HR,2025-04-22,Present,7.5,3.19,3.18,0
E185,Ayesha_63,Support,2025-02-17,Present,10.79,4.36,6.25,0
E122,Zubair_31,HR,2025-04-26,Present,9.84,2.73,6.93,0
E147,Usman_9,HR,2025-01-25,Present,9.36,2.16,5.43,0
E048,Omar_52,QA,2025-04-30,Present,9.79,0.52,5.79,0
E018,Ali_30,Sales,2025-01-04,Absent,0.0,0.0,7.88,0
E185,Omar_94,Engineering,2025-03-01,Present,8.89,1.04,4.67,0
E054,Noor_58,Finance,2025-02-06,Present,9.02,0.86,8.93,0
E062,Mary_68,Sales,2025-01-10,Present,6.09,3.61,6.59,0
E019,Sophia_68,QA,2025-01-02,Present,7.89,2.36,1.73,1
E069,Sara_21,QA,2025-01-02,Present,9.03,3.16,5.92,0
E150,Fatima_69,Finance,2025-02-22,Absent,0.0,0.0,5.81,1
E203,Ayesha_76,Engineering,2025-02-28,Present,7.66,2.04,9.04,0
E072,Omar_44,HR,2025-04-01,Present,5.91,2.36,7.07,0
E204,Hina_33,QA,2025-04-17,Absent,0.0,0.0,8.8,0
E221,Sophia_69,QA,2025-01-12,Present,11.19,3.28,7.22,0
E131,Khadija_44,Logistics,2025-02-03,Present,8.26,2.17,9.02,0
E016,Bilal_63,Sales,2025-03-10,Present,7.07,4.42,8.22,0
E169,Sara_58,Finance,2025-02-12,Present,8.61,2.25,5.96,0
E019,John_58,Finance,2025-02-18,Present,6.68,1.86,5.17,0
E146,Hina_20,Support,2025-04-22,Present,7.97,2.16,2.97,1
E295,Emma_29,Finance,2025-03-13,Present,6.2,2.08,7.75,1
E079,John_54,Finance,2025-04-09,Absent,0.0,0.0,7.59,0
E046,John_5,QA,2025-03-19,Present,8.22,0.0,8.84,0
E070,John_22,Finance,2025-03-05,Present,6.8,2.71,7.94,1
E172,Sophia_83,Finance,2025-03-13,Present,6.68,3.2,4.35,0
E060,Zubair_25,Support,2025-02-20,Present,8.79,0.61,6.41,0
E243,Bilal_12,Operations,2025-01-19,Present,10.42,2.06,5.94,0
E147,Fatima_70,Sales,2025-04-12,Present,7.89,2.52,6.63,0
E025,Mary_78,Support,2025-04-15,Present,7.38,1.83,7.44,2
E242,Sophia_58,Engineering,2025-02-08,Present,6.82,2.44,7.69,0
E138,Ahmed_49,Support,2025-02-28,Present,7.93,2.1,4.06,1
E038,Fatima_97,Engineering,2025-02-06,Present,7.23,0.0,8.29,0
